event_id,user_id,event_type,event_time,feature_name
70,3,login,2024-11-14 00:00:00,
71,3,feature_use,2024-11-14 00:00:00,reports
72,3,login,2024-07-30 00:00:00,
73,3,feature_use,2024-07-30 00:00:00,export
74,3,login,2024-12-23 00:00:00,
75,3,login,2024-12-07 00:00:00,
76,3,login,2024-11-21 00:00:00,
77,3,feature_use,2024-11-21 00:00:00,dashboard
78,3,login,2024-10-28 00:00:00,
79,3,login,2024-11-04 00:00:00,
80,3,login,2025-02-03 00:00:00,
81,3,login,2025-01-10 00:00:00,
82,3,login,2024-05-06 00:00:00,
83,3,login,2024-12-04 00:00:00,
84,3,feature_use,2024-12-04 00:00:00,dashboard
85,3,login,2024-08-20 00:00:00,
86,3,login,2024-11-05 00:00:00,
87,3,login,2024-05-07 00:00:00,
88,3,login,2025-01-06 00:00:00,
89,3,login,2024-05-12 00:00:00,
90,3,feature_use,2024-05-12 00:00:00,export
91,3,login,2024-11-06 00:00:00,
92,3,login,2024-09-10 00:00:00,
93,3,feature_use,2024-09-10 00:00:00,export
94,3,login,2024-09-14 00:00:00,
95,3,login,2024-05-14 00:00:00,
96,3,login,2024-06-28 00:00:00,
97,3,feature_use,2024-06-28 00:00:00,export
98,3,login,2024-06-02 00:00:00,
99,3,login,2024-06-13 00:00:00,
100,3,feature_use,2024-06-13 00:00:00,integrations
101,3,login,2025-01-21 00:00:00,
102,3,feature_use,2025-01-21 00:00:00,export
103,3,login,2024-09-29 00:00:00,
104,3,feature_use,2024-09-29 00:00:00,reports
105,3,login,2024-12-05 00:00:00,
106,3,login,2024-07-29 00:00:00,
107,3,login,2024-06-02 00:00:00,
108,3,feature_use,2024-06-02 00:00:00,reports
109,4,signup,2024-03-30 00:00:00,
110,4,login,2024-03-30 08:00:00,
111,4,login,2024-05-28 08:00:00,
112,4,login,2024-10-02 08:00:00,
113,4,feature_use,2024-10-02 08:00:00,export
114,4,login,2024-12-17 08:00:00,
115,4,login,2024-06-20 08:00:00,
116,4,feature_use,2024-06-20 08:00:00,export
117,4,login,2024-04-22 08:00:00,
118,5,signup,2024-01-31 00:00:00,
119,6,signup,2025-06-01 00:00:00,
120,6,login,2025-06-02 19:00:00,
121,6,login,2025-08-25 19:00:00,
122,6,login,2025-09-02 19:00:00,
123,6,login,2025-06-29 19:00:00,
124,6,feature_use,2025-06-29 19:00:00,api_access
125,6,login,2025-10-28 19:00:00,
126,6,login,2025-08-02 19:00:00,
127,6,login,2025-09-14 19:00:00,
128,6,feature_use,2025-09-14 19:00:00,api_access
129,6,login,2025-06-09 19:00:00,
130,6,feature_use,2025-06-09 19:00:00,export
131,7,signup,2024-07-22 00:00:00,
132,8,signup,2025-07-12 00:00:00,
133,8,login,2025-07-13 08:00:00,
134,8,login,2025-11-02 08:00:00,
135,8,login,2025-08-23 08:00:00,
136,8,login,2025-07-17 08:00:00,
137,8,feature_use,2025-07-17 08:00:00,integrations
138,8,login,2025-12-03 08:00:00,
139,8,login,2025-10-28 08:00:00,
140,8,feature_use,2025-10-28 08:00:00,reports
141,8,login,2025-08-11 08:00:00,
142,8,login,2025-08-01 08:00:00,
143,8,feature_use,2025-08-01 08:00:00,dashboard
144,8,login,2025-12-13 08:00:00,
145,8,feature_use,2025-12-13 08:00:00,dashboard
146,8,login,2025-08-08 08:00:00,
147,8,feature_use,2025-08-08 08:00:00,reports
148,9,signup,2025-08-26 00:00:00,
149,9,login,2025-08-26 19:00:00,
150,9,login,2025-11-25 19:00:00,
151,9,login,2025-09-14 19:00:00,
152,9,feature_use,2025-09-14 19:00:00,api_access
153,9,login,2025-09-30 19:00:00,
154,9,login,2025-09-29 19:00:00,
155,9,feature_use,2025-09-29 19:00:00,reports
156,9,login,2025-10-28 19:00:00,
157,9,login,2025-12-12 19:00:00,
158,9,login,2025-09-25 19:00:00,
159,9,feature_use,2025-09-25 19:00:00,integrations
160,9,login,2025-10-10 19:00:00,
161,9,feature_use,2025-10-10 19:00:00,integrations
162,9,login,2025-11-01 19:00:00,
163,9,login,2025-11-27 19:00:00,
164,9,login,2025-12-24 19:00:00,
165,9,login,2025-12-04 19:00:00,
166,9,feature_use,2025-12-04 19:00:00,dashboard
167,9,login,2025-10-26 19:00:00,
168,9,login,2025-12-11 19:00:00,
169,10,signup,2024-06-12 00:00:00,
170,11,signup,2024-10-11 00:00:00,
171,11,login,2024-10-11 22:00:00,
172,11,login,2025-07-25 22:00:00,
173,11,login,2025-01-28 22:00:00,
174,11,feature_use,2025-01-28 22:00:00,reports
175,11,login,2025-03-05 22:00:00,
176,11,feature_use,2025-03-05 22:00:00,dashboard
177,11,login,2025-03-18 22:00:00,
178,11,feature_use,2025-03-18 22:00:00,integrations
179,11,login,2025-03-26 22:00:00,
180,11,login,2024-12-09 22:00:00,
181,11,login,2025-04-04 22:00:00,
182,11,feature_use,2025-04-04 22:00:00,integrations
183,11,login,2024-10-26 22:00:00,
184,11,login,2025-01-19 22:00:00,
185,11,feature_use,2025-01-19 22:00:00,api_access
186,11,login,2025-06-14 22:00:00,
187,11,login,2024-10-30 22:00:00,
188,11,login,2025-06-15 22:00:00,
189,11,feature_use,2025-06-15 22:00:00,export
190,11,login,2025-07-13 22:00:00,
191,11,login,2025-06-05 22:00:00,
192,11,login,2025-05-11 22:00:00,
193,11,login,2024-11-09 22:00:00,
194,11,login,2025-03-14 22:00:00,
195,11,login,2025-03-22 22:00:00,
196,11,login,2024-10-21 22:00:00,
197,11,feature_use,2024-10-21 22:00:00,api_access
198,11,login,2025-04-11 22:00:00,
199,11,feature_use,2025-04-11 22:00:00,reports
200,11,login,2025-03-04 22:00:00,
201,11,login,2025-04-03 22:00:00,
202,12,signup,2024-04-14 00:00:00,
203,12,login,2024-04-14 11:00:00,
204,12,login,2024-10-31 11:00:00,
205,12,feature_use,2024-10-31 11:00:00,dashboard
206,12,login,2024-09-19 11:00:00,
207,12,login,2024-09-23 11:00:00,
208,12,login,2024-09-01 11:00:00,
209,12,feature_use,2024-09-01 11:00:00,export
210,12,login,2024-08-14 11:00:00,
211,12,feature_use,2024-08-14 11:00:00,api_access
212,12,login,2024-08-03 11:00:00,
213,12,login,2024-07-13 11:00:00,
214,12,feature_use,2024-07-13 11:00:00,dashboard
215,12,login,2024-07-27 11:00:00,
216,12,login,2024-11-28 11:00:00,
217,12,login,2024-12-18 11:00:00,
218,12,login,2024-07-02 11:00:00,
219,12,feature_use,2024-07-02 11:00:00,export
220,12,login,2025-01-08 11:00:00,
221,12,feature_use,2025-01-08 11:00:00,api_access
222,12,login,2024-06-27 11:00:00,
223,12,login,2024-06-04 11:00:00,
224,12,login,2025-01-04 11:00:00,
225,12,login,2024-06-21 11:00:00,
226,12,feature_use,2024-06-21 11:00:00,dashboard
227,12,login,2024-12-06 11:00:00,
228,12,feature_use,2024-12-06 11:00:00,integrations
229,12,login,2024-06-13 11:00:00,
230,12,feature_use,2024-06-13 11:00:00,dashboard
231,12,login,2024-05-29 11:00:00,
232,12,feature_use,2024-05-29 11:00:00,dashboard
233,12,login,2024-06-06 11:00:00,
234,12,login,2024-09-21 11:00:00,
235,12,feature_use,2024-09-21 11:00:00,api_access
236,12,login,2024-07-31 11:00:00,
237,12,feature_use,2024-07-31 11:00:00,reports
238,12,login,2024-09-08 11:00:00,
239,12,feature_use,2024-09-08 11:00:00,api_access
240,12,login,2024-11-26 11:00:00,
241,12,login,2024-09-01 11:00:00,
242,12,feature_use,2024-09-01 11:00:00,api_access
243,12,login,2024-06-12 11:00:00,
244,12,feature_use,2024-06-12 11:00:00,integrations
245,12,login,2025-01-26 11:00:00,
246,12,login,2024-07-29 11:00:00,
247,12,login,2025-01-21 11:00:00,
248,12,feature_use,2025-01-21 11:00:00,reports
249,12,login,2024-09-07 11:00:00,
250,12,login,2024-07-11 11:00:00,
251,12,feature_use,2024-07-11 11:00:00,integrations
252,12,login,2024-10-05 11:00:00,
253,12,login,2024-05-10 11:00:00,
254,12,feature_use,2024-05-10 11:00:00,export
255,12,login,2024-05-10 11:00:00,
256,12,feature_use,2024-05-10 11:00:00,dashboard
257,12,login,2024-05-29 11:00:00,
258,12,feature_use,2024-05-29 11:00:00,reports
259,12,login,2024-11-29 11:00:00,
260,13,signup,2025-01-02 00:00:00,
261,13,login,2025-01-02 13:00:00,
262,13,login,2025-02-12 13:00:00,
263,13,login,2025-08-29 13:00:00,
264,13,login,2025-02-19 13:00:00,
265,13,login,2025-08-30 13:00:00,
266,13,feature_use,2025-08-30 13:00:00,api_access
267,13,login,2025-08-29 13:00:00,
268,13,feature_use,2025-08-29 13:00:00,reports
269,13,login,2025-03-17 13:00:00,
270,13,login,2025-05-15 13:00:00,
271,13,login,2025-07-22 13:00:00,
272,13,feature_use,2025-07-22 13:00:00,api_access
273,13,login,2025-06-18 13:00:00,
274,13,feature_use,2025-06-18 13:00:00,dashboard
275,13,login,2025-02-05 13:00:00,
276,13,feature_use,2025-02-05 13:00:00,api_access
277,13,login,2025-09-05 13:00:00,
278,13,feature_use,2025-09-05 13:00:00,reports
279,13,login,2025-05-27 13:00:00,
280,13,login,2025-10-24 13:00:00,
281,13,feature_use,2025-10-24 13:00:00,dashboard
282,13,login,2025-07-29 13:00:00,
283,13,login,2025-02-26 13:00:00,
284,13,feature_use,2025-02-26 13:00:00,dashboard
285,13,login,2025-06-06 13:00:00,
286,13,login,2025-07-27 13:00:00,
287,13,login,2025-05-05 13:00:00,
288,13,login,2025-10-10 13:00:00,
289,13,feature_use,2025-10-10 13:00:00,export
290,13,login,2025-07-18 13:00:00,
291,13,feature_use,2025-07-18 13:00:00,reports
292,13,login,2025-08-11 13:00:00,
293,13,login,2025-08-13 13:00:00,
294,13,login,2025-06-27 13:00:00,
295,13,login,2025-05-03 13:00:00,
296,13,feature_use,2025-05-03 13:00:00,dashboard
297,13,login,2025-10-23 13:00:00,
298,13,login,2025-03-02 13:00:00,
299,13,login,2025-08-28 13:00:00,
300,13,feature_use,2025-08-28 13:00:00,dashboard
301,13,login,2025-08-18 13:00:00,
302,13,feature_use,2025-08-18 13:00:00,export
303,13,login,2025-02-07 13:00:00,
304,13,login,2025-07-16 13:00:00,
305,13,feature_use,2025-07-16 13:00:00,dashboard
306,13,login,2025-02-18 13:00:00,
307,13,feature_use,2025-02-18 13:00:00,reports
308,13,login,2025-10-27 13:00:00,
309,13,login,2025-01-03 13:00:00,
310,13,login,2025-03-20 13:00:00,
311,13,feature_use,2025-03-20 13:00:00,api_access
312,14,signup,2024-09-27 00:00:00,
313,14,login,2024-09-28 13:00:00,
314,14,login,2025-01-07 13:00:00,
315,14,feature_use,2025-01-07 13:00:00,api_access
316,14,login,2025-03-01 13:00:00,
317,14,login,2025-03-03 13:00:00,
318,14,login,2025-05-09 13:00:00,
319,14,login,2025-03-24 13:00:00,
320,14,login,2025-07-24 13:00:00,
321,14,feature_use,2025-07-24 13:00:00,integrations
322,14,login,2025-04-23 13:00:00,
323,14,login,2025-02-26 13:00:00,
324,14,feature_use,2025-02-26 13:00:00,integrations
325,14,login,2024-10-26 13:00:00,
326,14,feature_use,2024-10-26 13:00:00,integrations
327,14,login,2025-03-31 13:00:00,
328,14,feature_use,2025-03-31 13:00:00,api_access
329,14,login,2024-10-14 13:00:00,
330,14,feature_use,2024-10-14 13:00:00,integrations
331,14,login,2025-04-18 13:00:00,
332,14,login,2025-04-12 13:00:00,
333,14,feature_use,2025-04-12 13:00:00,export
334,14,login,2025-07-05 13:00:00,
335,14,feature_use,2025-07-05 13:00:00,reports
336,14,login,2025-05-30 13:00:00,
337,14,feature_use,2025-05-30 13:00:00,integrations
338,14,login,2025-04-13 13:00:00,
339,14,login,2025-04-01 13:00:00,
340,14,login,2024-12-16 13:00:00,
341,14,feature_use,2024-12-16 13:00:00,reports
342,14,login,2024-12-06 13:00:00,
343,14,feature_use,2024-12-06 13:00:00,dashboard
344,14,login,2024-12-11 13:00:00,
345,14,login,2025-06-05 13:00:00,
346,14,login,2024-12-07 13:00:00,
347,14,feature_use,2024-12-07 13:00:00,export
348,14,login,2025-05-20 13:00:00,
349,14,login,2025-05-04 13:00:00,
350,14,login,2025-05-19 13:00:00,
351,14,login,2025-07-08 13:00:00,
352,14,login,2025-04-13 13:00:00,
353,14,feature_use,2025-04-13 13:00:00,reports
354,14,login,2025-05-04 13:00:00,
355,15,signup,2025-04-15 00:00:00,
356,15,login,2025-04-16 23:00:00,
357,15,login,2025-12-29 23:00:00,
358,15,feature_use,2025-12-29 23:00:00,integrations
359,15,login,2025-10-21 23:00:00,
360,15,feature_use,2025-10-21 23:00:00,dashboard
361,15,login,2025-12-20 23:00:00,
362,15,login,2025-06-13 23:00:00,
363,15,login,2025-05-27 23:00:00,
364,15,feature_use,2025-05-27 23:00:00,integrations
365,15,login,2025-09-07 23:00:00,
366,15,feature_use,2025-09-07 23:00:00,dashboard
367,15,login,2025-06-01 23:00:00,
368,15,feature_use,2025-06-01 23:00:00,dashboard
369,15,login,2025-09-23 23:00:00,
370,15,login,2025-10-09 23:00:00,
371,15,login,2025-04-22 23:00:00,
372,15,feature_use,2025-04-22 23:00:00,integrations
373,16,signup,2024-03-21 00:00:00,
374,17,signup,2025-09-25 00:00:00,
375,17,login,2025-09-25 22:00:00,
376,17,login,2025-12-20 22:00:00,
377,17,feature_use,2025-12-20 22:00:00,integrations
378,17,login,2025-10-27 22:00:00,
379,17,login,2025-12-21 22:00:00,
380,17,login,2025-10-09 22:00:00,
381,17,feature_use,2025-10-09 22:00:00,dashboard
382,17,login,2025-11-29 22:00:00,
383,17,login,2025-12-02 22:00:00,
384,17,login,2025-10-03 22:00:00,
385,17,login,2025-12-24 22:00:00,
386,17,login,2025-12-12 22:00:00,
387,17,login,2025-12-24 22:00:00,
388,17,feature_use,2025-12-24 22:00:00,reports
389,17,login,2025-12-27 22:00:00,
390,17,login,2025-10-12 22:00:00,
391,17,feature_use,2025-10-12 22:00:00,dashboard
392,18,signup,2025-08-14 00:00:00,
393,19,signup,2024-02-16 00:00:00,
394,19,login,2024-02-16 10:00:00,
395,19,login,2024-09-15 10:00:00,
396,19,login,2024-06-17 10:00:00,
397,19,login,2024-05-12 10:00:00,
398,19,feature_use,2024-05-12 10:00:00,api_access
399,19,login,2024-03-15 10:00:00,
400,19,login,2024-04-16 10:00:00,
401,19,feature_use,2024-04-16 10:00:00,export
402,19,login,2024-09-08 10:00:00,
403,19,feature_use,2024-09-08 10:00:00,export
404,19,login,2024-11-15 10:00:00,
405,19,feature_use,2024-11-15 10:00:00,export
406,19,login,2024-10-16 10:00:00,
407,19,feature_use,2024-10-16 10:00:00,integrations
408,19,login,2024-09-26 10:00:00,
409,19,feature_use,2024-09-26 10:00:00,export
410,19,login,2024-08-30 10:00:00,
411,19,login,2024-11-14 10:00:00,
412,19,login,2024-03-09 10:00:00,
413,19,feature_use,2024-03-09 10:00:00,integrations
414,19,login,2024-08-16 10:00:00,
415,19,login,2024-09-25 10:00:00,
416,19,login,2024-07-05 10:00:00,
417,19,feature_use,2024-07-05 10:00:00,api_access
418,19,login,2024-04-07 10:00:00,
419,19,feature_use,2024-04-07 10:00:00,integrations
420,19,login,2024-09-04 10:00:00,
421,19,feature_use,2024-09-04 10:00:00,reports
422,19,login,2024-05-26 10:00:00,
423,19,login,2024-05-19 10:00:00,
424,19,feature_use,2024-05-19 10:00:00,dashboard
425,19,login,2024-02-21 10:00:00,
426,19,login,2024-02-23 10:00:00,
427,19,feature_use,2024-02-23 10:00:00,integrations
428,19,login,2024-04-10 10:00:00,
429,19,login,2024-08-14 10:00:00,
430,19,feature_use,2024-08-14 10:00:00,api_access
431,19,login,2024-06-24 10:00:00,
432,19,feature_use,2024-06-24 10:00:00,dashboard
433,19,login,2024-04-04 10:00:00,
434,19,feature_use,2024-04-04 10:00:00,integrations
435,19,login,2024-06-07 10:00:00,
436,19,login,2024-04-19 10:00:00,
437,19,login,2024-04-18 10:00:00,
438,19,feature_use,2024-04-18 10:00:00,integrations
439,19,login,2024-04-23 10:00:00,
440,19,feature_use,2024-04-23 10:00:00,integrations
441,19,login,2024-05-21 10:00:00,
442,19,login,2024-05-21 10:00:00,
443,19,feature_use,2024-05-21 10:00:00,export
444,20,signup,2024-03-22 00:00:00,
445,20,login,2024-03-22 05:00:00,
446,20,login,2024-11-10 05:00:00,
447,20,login,2024-08-11 05:00:00,
448,20,login,2024-09-04 05:00:00,
449,20,feature_use,2024-09-04 05:00:00,dashboard
450,20,login,2024-08-11 05:00:00,
451,20,login,2024-10-04 05:00:00,
452,20,feature_use,2024-10-04 05:00:00,dashboard
453,20,login,2024-08-02 05:00:00,
454,20,login,2024-08-05 05:00:00,
455,20,feature_use,2024-08-05 05:00:00,dashboard
456,20,login,2024-11-29 05:00:00,
457,20,login,2024-07-03 05:00:00,
458,20,login,2024-06-22 05:00:00,
459,20,login,2024-05-17 05:00:00,
460,20,feature_use,2024-05-17 05:00:00,export
461,20,login,2024-07-12 05:00:00,
462,20,login,2024-05-16 05:00:00,
463,20,login,2024-08-02 05:00:00,
464,20,feature_use,2024-08-02 05:00:00,dashboard
465,20,login,2024-04-28 05:00:00,
466,20,login,2024-07-29 05:00:00,
467,20,login,2024-04-01 05:00:00,
468,20,login,2024-06-07 05:00:00,
469,20,login,2024-03-23 05:00:00,
470,20,login,2024-10-08 05:00:00,
471,20,feature_use,2024-10-08 05:00:00,api_access
472,20,login,2024-10-09 05:00:00,
473,20,login,2024-12-11 05:00:00,
474,20,login,2024-11-29 05:00:00,
475,20,feature_use,2024-11-29 05:00:00,export
476,20,login,2024-04-27 05:00:00,
477,20,login,2024-03-24 05:00:00,
478,20,feature_use,2024-03-24 05:00:00,export
479,20,login,2024-05-24 05:00:00,
480,20,login,2024-09-22 05:00:00,
481,20,feature_use,2024-09-22 05:00:00,api_access
482,20,login,2024-10-14 05:00:00,
483,20,feature_use,2024-10-14 05:00:00,dashboard
484,20,login,2024-09-26 05:00:00,
485,20,login,2024-09-13 05:00:00,
486,20,feature_use,2024-09-13 05:00:00,export
487,20,login,2024-08-18 05:00:00,
488,20,login,2024-06-21 05:00:00,
489,20,login,2024-10-05 05:00:00,
490,20,login,2024-08-23 05:00:00,
491,20,login,2024-05-16 05:00:00,
492,20,login,2024-09-22 05:00:00,
493,20,feature_use,2024-09-22 05:00:00,export
494,20,login,2024-06-28 05:00:00,
495,20,feature_use,2024-06-28 05:00:00,reports
496,20,login,2024-04-04 05:00:00,
497,20,login,2024-07-23 05:00:00,
498,20,feature_use,2024-07-23 05:00:00,dashboard
499,20,login,2024-12-24 05:00:00,
500,21,signup,2025-01-24 00:00:00,
501,21,login,2025-01-25 05:00:00,
502,21,login,2025-02-13 05:00:00,
503,21,feature_use,2025-02-13 05:00:00,api_access
504,22,signup,2025-01-08 00:00:00,
505,23,signup,2024-08-02 00:00:00,
506,23,login,2024-08-02 08:00:00,
507,23,login,2025-04-27 08:00:00,
508,23,feature_use,2025-04-27 08:00:00,integrations
509,23,login,2024-10-18 08:00:00,
510,23,login,2024-11-30 08:00:00,
511,23,login,2024-08-21 08:00:00,
512,23,login,2025-04-10 08:00:00,
513,23,login,2025-04-01 08:00:00,
514,23,login,2024-08-26 08:00:00,
515,23,feature_use,2024-08-26 08:00:00,reports
516,23,login,2024-08-10 08:00:00,
517,23,feature_use,2024-08-10 08:00:00,dashboard
518,23,login,2025-01-07 08:00:00,
519,23,login,2024-09-21 08:00:00,
520,23,feature_use,2024-09-21 08:00:00,reports
521,23,login,2024-09-04 08:00:00,
522,23,login,2024-09-26 08:00:00,
523,23,feature_use,2024-09-26 08:00:00,integrations
524,23,login,2024-11-23 08:00:00,
525,23,feature_use,2024-11-23 08:00:00,reports
526,24,signup,2025-11-30 00:00:00,
527,24,login,2025-12-02 00:00:00,
528,24,login,2025-12-26 00:00:00,
529,24,login,2025-12-23 00:00:00,
530,24,feature_use,2025-12-23 00:00:00,integrations
531,24,login,2025-12-11 00:00:00,
532,25,signup,2025-10-12 00:00:00,
533,25,login,2025-10-12 01:00:00,
534,25,login,2025-11-27 01:00:00,
535,25,login,2025-12-16 01:00:00,
536,25,feature_use,2025-12-16 01:00:00,api_access
537,25,login,2025-11-01 01:00:00,
538,26,signup,2024-09-07 00:00:00,
539,26,login,2024-09-08 16:00:00,
540,26,login,2025-02-10 16:00:00,
541,26,feature_use,2025-02-10 16:00:00,dashboard
542,26,login,2025-06-21 16:00:00,
543,26,feature_use,2025-06-21 16:00:00,dashboard
544,26,login,2025-06-07 16:00:00,
545,26,login,2025-03-13 16:00:00,
546,26,login,2025-06-12 16:00:00,
547,27,signup,2024-10-03 00:00:00,
548,27,login,2024-10-04 17:00:00,
549,27,login,2025-02-23 17:00:00,
550,27,feature_use,2025-02-23 17:00:00,dashboard
551,27,login,2024-12-20 17:00:00,
552,27,login,2025-06-04 17:00:00,
553,27,feature_use,2025-06-04 17:00:00,reports
554,27,login,2024-10-27 17:00:00,
555,27,feature_use,2024-10-27 17:00:00,api_access
556,27,login,2025-02-27 17:00:00,
557,27,feature_use,2025-02-27 17:00:00,api_access
558,27,login,2025-03-25 17:00:00,
559,27,login,2025-05-25 17:00:00,
560,27,feature_use,2025-05-25 17:00:00,dashboard
561,27,login,2025-07-07 17:00:00,
562,27,feature_use,2025-07-07 17:00:00,dashboard
563,27,login,2025-06-10 17:00:00,
564,27,login,2024-11-10 17:00:00,
565,27,login,2025-05-20 17:00:00,
566,27,login,2025-03-20 17:00:00,
567,27,feature_use,2025-03-20 17:00:00,api_access
568,27,login,2025-01-30 17:00:00,
569,28,signup,2025-12-05 00:00:00,
570,28,login,2025-12-05 07:00:00,
571,29,signup,2024-11-28 00:00:00,
572,29,login,2024-11-29 06:00:00,
573,29,login,2025-06-01 06:00:00,
574,29,login,2025-03-13 06:00:00,
575,29,feature_use,2025-03-13 06:00:00,dashboard
576,29,login,2025-09-17 06:00:00,
577,29,feature_use,2025-09-17 06:00:00,reports
578,29,login,2025-01-25 06:00:00,
579,29,login,2025-07-22 06:00:00,
580,29,feature_use,2025-07-22 06:00:00,api_access
581,29,login,2025-03-22 06:00:00,
582,29,login,2025-02-18 06:00:00,
583,29,login,2025-02-25 06:00:00,
584,29,login,2025-09-09 06:00:00,
585,29,login,2025-01-13 06:00:00,
586,29,feature_use,2025-01-13 06:00:00,integrations
587,29,login,2025-08-07 06:00:00,
588,29,login,2025-03-20 06:00:00,
589,30,signup,2024-08-22 00:00:00,
590,31,signup,2025-02-14 00:00:00,
591,31,login,2025-02-15 23:00:00,
592,31,login,2025-06-22 23:00:00,
593,31,feature_use,2025-06-22 23:00:00,export
594,31,login,2025-12-09 23:00:00,
595,31,feature_use,2025-12-09 23:00:00,integrations
596,31,login,2025-05-03 23:00:00,
597,31,login,2025-02-18 23:00:00,
598,31,feature_use,2025-02-18 23:00:00,dashboard
599,31,login,2025-03-08 23:00:00,
600,31,login,2025-11-01 23:00:00,
601,31,feature_use,2025-11-01 23:00:00,integrations
602,31,login,2025-09-05 23:00:00,
603,31,feature_use,2025-09-05 23:00:00,dashboard
604,31,login,2025-10-05 23:00:00,
605,31,feature_use,2025-10-05 23:00:00,dashboard
606,31,login,2025-11-28 23:00:00,
607,31,login,2025-09-12 23:00:00,
608,31,login,2025-04-24 23:00:00,
609,31,feature_use,2025-04-24 23:00:00,reports
610,31,login,2025-04-03 23:00:00,
611,31,feature_use,2025-04-03 23:00:00,api_access
612,31,login,2025-05-09 23:00:00,
613,31,login,2025-12-05 23:00:00,
614,31,login,2025-02-28 23:00:00,
615,31,login,2025-10-11 23:00:00,
616,31,login,2025-09-11 23:00:00,
617,31,feature_use,2025-09-11 23:00:00,api_access
618,31,login,2025-10-11 23:00:00,
619,31,login,2025-02-16 23:00:00,
620,31,login,2025-03-24 23:00:00,
621,31,feature_use,2025-03-24 23:00:00,api_access
622,31,login,2025-11-14 23:00:00,
623,31,feature_use,2025-11-14 23:00:00,export
624,31,login,2025-07-04 23:00:00,
625,31,login,2025-11-20 23:00:00,
626,31,login,2025-06-02 23:00:00,
627,31,login,2025-03-29 23:00:00,
628,31,login,2025-08-06 23:00:00,
629,31,login,2025-03-16 23:00:00,
630,32,signup,2025-08-03 00:00:00,
631,33,signup,2024-08-05 00:00:00,
632,33,login,2024-08-05 04:00:00,
633,33,login,2025-02-18 04:00:00,
634,33,feature_use,2025-02-18 04:00:00,integrations
635,33,login,2024-08-26 04:00:00,
636,33,feature_use,2024-08-26 04:00:00,reports
637,33,login,2025-05-19 04:00:00,
638,33,login,2025-05-20 04:00:00,
639,33,login,2024-11-18 04:00:00,
640,33,feature_use,2024-11-18 04:00:00,api_access
641,33,login,2024-12-06 04:00:00,
642,33,login,2025-04-07 04:00:00,
643,34,signup,2025-10-20 00:00:00,
644,35,signup,2024-05-22 00:00:00,
645,36,signup,2025-07-05 00:00:00,
