subscription_id,user_id,plan,start_date,end_date,mrr
1,195,free,2025-02-21,,0.0
1,196,free,2025-03-01,,0.0
1,197,pro,2025-02-02,,29.0
1,198,free,2025-12-13,,0.0
1,199,free,2025-01-24,,0.0
1,200,pro,2024-11-01,,29.0
1,201,pro,2025-07-05,2025-09-04,29.0
1,202,pro,2025-09-09,,29.0
1,203,free,2024-08-12,,0.0
1,204,free,2024-01-30,,0.0
1,205,pro,2025-11-26,,29.0
1,206,pro,2024-06-18,,29.0
1,207,free,2025-09-29,,0.0
1,208,free,2025-08-29,,0.0
1,209,free,2024-03-26,,0.0
1,210,free,2025-04-17,,0.0
1,211,free,2025-01-23,,0.0
1,212,free,2024-11-30,,0.0
1,213,pro,2024-10-11,,29.0
1,214,pro,2024-09-15,,29.0
1,215,pro,2024-01-20,,29.0
1,216,free,2024-12-24,,0.0
1,217,free,2025-10-29,,0.0
1,218,free,2024-09-10,,0.0
1,219,free,2025-09-28,,0.0
1,220,free,2025-04-29,,0.0
1,221,free,2024-08-11,,0.0
1,222,free,2025-01-12,,0.0
1,223,pro,2024-04-27,,29.0
1,224,free,2024-11-14,,0.0
1,225,free,2024-11-15,,0.0
1,226,pro,2025-02-10,2025-07-18,29.0
1,227,free,2024-03-18,,0.0
1,228,free,2024-09-05,,0.0
1,229,free,2025-12-01,,0.0
1,230,pro,2025-08-02,,29.0
1,231,free,2025-06-29,,0.0
1,232,free,2024-03-11,,0.0
1,233,pro,2024-01-13,2024-12-11,29.0
1,234,free,2024-04-18,,0.0
1,235,pro,2025-10-12,,29.0
1,236,free,2025-12-25,,0.0
1,237,enterprise,2025-06-18,,199.0
1,238,pro,2025-09-22,,29.0
1,239,free,2025-05-10,,0.0
1,240,free,2025-08-29,,0.0
1,241,free,2024-03-29,,0.0
1,242,pro,2024-09-06,,29.0
1,243,free,2025-09-16,,0.0
1,244,free,2024-01-30,,0.0
1,245,free,2024-07-05,,0.0
1,246,free,2024-09-21,,0.0
1,247,pro,2025-12-19,,29.0
1,248,free,2024-01-11,,0.0
1,249,free,2024-03-28,,0.0
1,250,free,2025-05-15,,0.0
1,251,free,2025-12-08,,0.0
1,252,free,2025-05-17,,0.0
1,253,free,2024-04-05,,0.0
1,254,free,2025-12-09,,0.0
1,255,free,2025-08-18,,0.0
1,256,free,2025-06-27,,0.0
1,257,free,2025-07-17,,0.0
1,258,free,2025-04-09,,0.0
1,259,free,2024-08-24,,0.0
1,260,free,2024-11-19,,0.0
1,261,free,2025-12-07,,0.0
1,262,free,2025-05-10,,0.0
1,263,free,2025-06-21,,0.0
1,264,free,2024-07-17,,0.0
1,265,free,2024-07-02,,0.0
1,266,free,2025-06-30,,0.0
1,267,free,2024-02-25,,0.0
1,268,free,2024-05-09,,0.0
1,269,pro,2024-04-15,2025-03-07,29.0
1,270,free,2024-10-18,,0.0
1,271,free,2024-12-14,,0.0
1,272,pro,2024-09-15,,29.0
1,273,pro,2024-04-26,,29.0
1,274,free,2025-05-18,,0.0
1,275,free,2025-12-03,,0.0
1,276,pro,2025-07-30,,29.0
1,277,free,2024-09-11,,0.0
1,278,free,2025-09-12,,0.0
1,279,pro,2024-08-19,,29.0
1,280,pro,2025-04-06,,29.0
1,281,enterprise,2025-08-25,2025-10-25,199.0
1,282,free,2025-08-05,,0.0
1,283,pro,2024-04-11,,29.0
1,284,free,2025-10-02,,0.0
1,285,free,2024-03-24,,0.0
1,286,free,2025-07-19,,0.0
1,287,free,2025-02-22,,0.0
1,288,free,2025-04-26,,0.0
1,289,pro,2024-10-22,,29.0
1,290,free,2025-04-09,,0.0
1,291,pro,2024-09-27,,29.0
1,292,free,2025-08-26,,0.0
1,293,free,2025-03-11,,0.0
1,294,free,2025-10-25,,0.0
1,295,free,2024-05-25,,0.0
1,296,free,2024-11-10,,0.0
1,297,free,2024-10-22,,0.0
1,298,free,2025-12-06,,0.0
1,299,free,2024-10-05,,0.0
1,300,free,2025-03-24,,0.0
1,301,pro,2025-03-18,,29.0
1,302,free,2024-09-13,,0.0
1,303,pro,2025-11-21,,29.0
1,304,enterprise,2025-08-24,,199.0
1,305,free,2024-10-02,,0.0
1,306,free,2025-04-26,,0.0
1,307,free,2024-10-11,,0.0
1,308,free,2025-03-22,,0.0
1,309,free,2024-04-03,,0.0
1,310,free,2024-12-07,,0.0
1,311,free,2024-06-13,,0.0
1,312,free,2025-05-22,,0.0
1,313,free,2025-07-17,,0.0
1,314,free,2024-11-18,,0.0
1,315,pro,2025-02-17,,29.0
1,316,pro,2025-11-04,,29.0
1,317,free,2025-02-27,,0.0
1,318,free,2025-01-05,,0.0
1,319,free,2025-10-02,,0.0
1,320,free,2024-07-27,,0.0
1,321,free,2024-10-21,,0.0
1,322,free,2025-05-11,,0.0
1,323,pro,2025-09-15,,29.0
1,324,free,2024-06-11,,0.0
1,325,free,2025-07-19,,0.0
1,326,free,2024-04-26,,0.0
1,327,pro,2025-10-25,,29.0
1,328,free,2024-10-25,,0.0
1,329,pro,2025-03-01,,29.0
1,330,free,2024-09-06,,0.0
1,331,free,2025-01-27,,0.0
1,332,pro,2025-06-04,,29.0
1,333,free,2024-03-12,,0.0
1,334,pro,2024-12-14,,29.0
1,335,pro,2024-09-30,,29.0
1,336,pro,2024-11-01,2025-04-24,29.0
1,337,free,2025-11-06,,0.0
1,338,free,2025-04-02,,0.0
1,339,free,2024-12-06,,0.0
1,340,free,2025-01-21,,0.0
1,341,enterprise,2024-07-12,2025-04-03,199.0
1,342,free,2025-08-08,,0.0
1,343,free,2024-02-14,,0.0
1,344,pro,2025-12-23,,29.0
1,345,enterprise,2025-01-30,,199.0
1,346,free,2024-06-04,,0.0
1,347,free,2024-05-09,,0.0
1,348,pro,2024-12-05,,29.0
1,349,free,2024-04-12,,0.0
1,350,pro,2024-01-16,,29.0
1,351,enterprise,2025-11-01,,199.0
1,352,pro,2025-04-25,,29.0
1,353,free,2024-12-12,,0.0
1,354,free,2025-10-27,,0.0
1,355,pro,2025-11-21,,29.0
1,356,free,2024-11-20,,0.0
1,357,free,2025-07-08,,0.0
1,358,free,2024-08-28,,0.0
1,359,pro,2024-08-20,2024-10-19,29.0
1,360,pro,2024-04-10,2024-08-01,29.0
1,361,free,2024-04-12,,0.0
1,362,pro,2024-11-02,,29.0
1,363,pro,2024-11-28,,29.0
1,364,free,2025-01-02,,0.0
1,365,free,2024-09-07,,0.0
1,366,pro,2025-11-29,,29.0
1,367,free,2024-06-28,,0.0
1,368,free,2025-09-26,,0.0
1,369,free,2025-08-20,,0.0
1,370,free,2025-10-15,,0.0
1,371,free,2025-11-13,,0.0
1,372,free,2024-10-21,,0.0
1,373,free,2024-03-16,,0.0
1,374,free,2025-08-24,,0.0
1,375,free,2025-12-07,,0.0
1,376,enterprise,2024-07-22,,199.0
1,377,free,2024-04-19,,0.0
1,378,free,2025-01-02,,0.0
1,379,free,2024-10-29,,0.0
1,380,free,2025-02-09,,0.0
1,381,pro,2025-12-03,,29.0
1,382,pro,2025-09-12,,29.0
1,383,free,2024-08-23,,0.0
1,384,free,2024-08-12,,0.0
1,385,free,2024-09-13,,0.0
1,386,free,2025-11-06,,0.0
1,387,free,2025-10-05,,0.0
1,388,free,2025-10-23,,0.0
1,389,free,2024-02-04,,0.0
1,390,free,2024-05-14,,0.0
1,391,pro,2024-11-30,2025-03-27,29.0
1,392,free,2024-07-24,,0.0
1,393,free,2025-01-09,,0.0
1,394,free,2024-06-17,,0.0
1,395,pro,2024-10-29,,29.0
1,396,free,2024-04-27,,0.0
1,397,pro,2024-05-24,,29.0
1,398,pro,2025-11-23,,29.0
1,399,free,2025-07-24,,0.0
1,400,free,2024-01-15,,0.0
1,401,free,2025-04-10,,0.0
1,402,free,2025-11-19,,0.0
1,403,pro,2025-10-15,,29.0
1,404,free,2025-11-22,,0.0
1,405,pro,2025-09-26,,29.0
1,406,pro,2024-12-01,,29.0
1,407,free,2025-10-25,,0.0
1,408,free,2025-12-18,,0.0
1,409,free,2024-04-29,,0.0
1,410,enterprise,2024-11-07,,199.0
1,411,free,2024-04-09,,0.0
1,412,free,2024-05-18,,0.0
1,413,pro,2025-11-17,,29.0
1,414,free,2025-07-07,,0.0
1,415,pro,2024-06-07,,29.0
1,416,pro,2024-04-11,2025-06-02,29.0
1,417,pro,2025-02-21,,29.0
1,418,free,2024-02-03,,0.0
1,419,free,2025-03-30,,0.0
1,420,free,2025-01-06,,0.0
1,421,free,2025-01-11,,0.0
1,422,free,2025-01-02,,0.0
1,423,enterprise,2024-07-13,,199.0
1,424,free,2024-04-03,,0.0
1,425,free,2025-10-16,,0.0
1,426,pro,2024-02-21,,29.0
1,427,pro,2024-05-08,,29.0
1,428,pro,2024-03-11,,29.0
1,429,free,2024-07-31,,0.0
1,430,pro,2024-12-02,,29.0
1,431,free,2024-01-03,,0.0
1,432,free,2024-05-13,,0.0
1,433,free,2024-04-22,,0.0
1,434,free,2024-05-14,,0.0
1,435,free,2025-08-25,,0.0
1,436,free,2024-09-28,,0.0
1,437,free,2025-03-07,,0.0
1,438,free,2024-03-06,,0.0
1,439,free,2025-06-09,,0.0
1,440,free,2025-05-30,,0.0
1,441,pro,2024-02-14,,29.0
1,442,free,2025-06-17,,0.0
1,443,free,2024-02-01,,0.0
1,444,free,2025-02-15,,0.0
1,445,pro,2025-05-17,,29.0
1,446,pro,2024-03-16,,29.0
1,447,free,2025-09-14,,0.0
1,448,free,2024-10-08,,0.0
1,449,pro,2025-07-15,,29.0
1,450,free,2025-09-03,,0.0
1,451,free,2025-06-01,,0.0
1,452,free,2025-12-19,,0.0
1,453,pro,2025-10-28,,29.0
1,454,free,2024-08-08,,0.0
1,455,free,2025-02-27,,0.0
1,456,free,2025-02-12,,0.0
1,457,free,2024-11-16,,0.0
1,458,free,2024-09-18,,0.0
1,459,pro,2025-12-04,,29.0
1,460,pro,2024-04-03,,29.0
1,461,free,2025-03-18,,0.0
1,462,pro,2025-01-16,,29.0
1,463,free,2024-03-02,,0.0
1,464,free,2025-07-29,,0.0
1,465,free,2025-02-24,,0.0
1,466,pro,2025-03-09,,29.0
1,467,enterprise,2024-02-22,,199.0
1,468,free,2024-11-15,,0.0
1,469,free,2025-06-03,,0.0
1,470,free,2025-05-08,,0.0
1,471,pro,2024-12-24,,29.0
1,472,pro,2024-04-27,,29.0
1,473,pro,2024-08-19,,29.0
1,474,free,2025-09-28,,0.0
1,475,free,2025-07-24,,0.0
1,476,free,2025-12-11,,0.0
1,477,pro,2024-10-06,2025-11-28,29.0
1,478,free,2024-12-13,,0.0
1,479,free,2024-05-26,,0.0
1,480,free,2024-03-12,,0.0
1,481,free,2024-02-01,,0.0
1,482,free,2024-08-08,,0.0
1,483,free,2024-12-15,,0.0
1,484,pro,2024-11-28,,29.0
1,485,free,2025-09-02,,0.0
1,486,free,2024-06-08,,0.0
1,487,free,2024-02-20,,0.0
1,488,free,2025-03-29,,0.0
1,489,free,2025-09-13,,0.0
1,490,pro,2024-08-08,,29.0
1,491,free,2024-12-19,,0.0
1,492,free,2025-11-25,,0.0
1,493,free,2025-06-23,,0.0
1,494,free,2024-08-13,,0.0
1,495,free,2024-02-26,,0.0
1,496,pro,2024-08-04,2025-09-20,29.0
1,497,free,2024-10-23,,0.0
1,498,pro,2025-05-24,,29.0
1,499,free,2024-05-12,,0.0
1,500,free,2024-08-23,,0.0
1,501,free,2024-12-28,,0.0
1,502,free,2024-02-13,,0.0
1,503,pro,2024-03-20,,29.0
1,504,free,2025-03-15,,0.0
1,505,free,2025-10-17,,0.0
1,506,free,2025-02-18,,0.0
1,507,pro,2024-06-24,,29.0
1,508,pro,2025-04-16,,29.0
1,509,free,2024-03-31,,0.0
1,510,free,2024-09-06,,0.0
1,511,free,2025-06-20,,0.0
1,512,free,2024-12-13,,0.0
1,513,free,2024-03-19,,0.0
1,514,free,2025-06-27,,0.0
1,515,pro,2024-12-25,,29.0
1,516,free,2024-05-31,,0.0
1,517,free,2024-09-19,,0.0
1,518,pro,2024-06-05,,29.0
1,519,free,2024-03-18,,0.0
1,520,free,2025-05-20,,0.0
1,521,free,2025-08-16,,0.0
1,522,free,2025-10-20,,0.0
1,523,pro,2024-11-26,,29.0
1,524,free,2024-11-19,,0.0
1,525,free,2025-04-25,,0.0
1,526,free,2024-10-08,,0.0
1,527,free,2025-06-03,,0.0
1,528,free,2025-04-07,,0.0
1,529,free,2024-10-20,,0.0
1,530,free,2025-09-21,,0.0
1,531,free,2025-04-18,,0.0
1,532,free,2024-02-12,,0.0
1,533,free,2025-10-29,,0.0
1,534,free,2025-05-02,,0.0
1,535,free,2025-04-06,,0.0
1,536,free,2024-03-27,,0.0
1,537,free,2024-02-10,,0.0
1,538,free,2025-03-25,,0.0
1,539,free,2024-06-11,,0.0
1,540,free,2025-01-31,,0.0
1,541,free,2025-11-26,,0.0
1,542,free,2025-10-24,,0.0
1,543,free,2024-04-06,,0.0
1,544,free,2024-10-17,,0.0
1,545,pro,2025-09-09,,29.0
1,546,free,2024-03-24,,0.0
1,547,free,2024-12-24,,0.0
1,548,free,2025-12-16,,0.0
1,549,pro,2025-09-01,,29.0
1,550,free,2024-11-13,,0.0
1,551,pro,2024-12-02,2025-11-19,29.0
1,552,pro,2025-12-20,,29.0
1,553,pro,2025-12-02,,29.0
1,554,free,2025-10-23,,0.0
1,555,free,2025-01-05,,0.0
1,556,enterprise,2024-07-03,,199.0
1,557,free,2025-05-12,,0.0
1,558,free,2024-06-07,,0.0
1,559,pro,2025-06-03,,29.0
1,560,free,2025-06-23,,0.0
1,561,free,2025-09-24,,0.0
1,562,free,2024-06-06,,0.0
1,563,pro,2025-10-01,,29.0
1,564,free,2025-03-24,,0.0
1,565,pro,2025-11-23,,29.0
1,566,free,2025-09-17,,0.0
1,567,free,2025-04-04,,0.0
1,568,enterprise,2024-11-12,,199.0
1,569,free,2024-07-17,,0.0
1,570,free,2025-03-27,,0.0
1,571,free,2025-01-26,,0.0
1,572,pro,2024-06-14,,29.0
1,573,pro,2024-05-21,,29.0
1,574,free,2025-10-18,,0.0
1,575,pro,2025-07-21,,29.0
1,576,pro,2025-06-12,2025-09-10,29.0
1,577,pro,2024-03-26,,29.0
1,578,pro,2025-04-05,,29.0
1,579,free,2025-03-23,,0.0
1,580,pro,2025-04-06,2025-07-17,29.0
1,581,free,2025-02-28,,0.0
1,582,free,2025-01-17,,0.0
1,583,free,2025-01-18,,0.0
1,584,pro,2024-04-11,,29.0
1,585,pro,2024-12-09,,29.0
1,586,free,2024-02-09,,0.0
1,587,pro,2025-12-13,,29.0
1,588,free,2025-04-25,,0.0
1,589,free,2024-03-22,,0.0
1,590,free,2024-06-02,,0.0
1,591,free,2025-09-15,,0.0
1,592,free,2024-10-22,,0.0
1,593,free,2024-02-18,,0.0
1,594,free,2025-09-29,,0.0
1,595,free,2025-05-26,,0.0
1,596,free,2025-10-09,,0.0
1,597,free,2024-05-27,,0.0
1,598,free,2025-09-21,,0.0
1,599,free,2025-03-02,,0.0
1,600,free,2024-03-28,,0.0
1,601,enterprise,2024-03-10,,199.0
1,602,pro,2025-06-03,,29.0
1,603,free,2025-07-21,,0.0
1,604,free,2024-02-14,,0.0
1,605,pro,2024-09-16,,29.0
1,606,free,2024-03-10,,0.0
1,607,free,2025-11-03,,0.0
1,608,free,2024-12-06,,0.0
1,609,free,2025-07-13,,0.0
1,610,pro,2024-06-28,,29.0
1,611,enterprise,2025-04-20,,199.0
1,612,free,2025-10-08,,0.0
1,613,pro,2024-03-05,,29.0
1,614,free,2024-02-07,,0.0
1,615,pro,2024-07-23,,29.0
1,616,free,2024-11-13,,0.0
1,617,free,2025-04-29,,0.0
1,618,free,2024-07-14,,0.0
1,619,free,2025-11-02,,0.0
1,620,free,2025-01-11,,0.0
1,621,pro,2025-03-26,,29.0
1,622,enterprise,2024-12-13,,199.0
1,623,free,2025-12-09,,0.0
1,624,pro,2024-09-30,,29.0
1,625,free,2025-03-10,,0.0
1,626,free,2024-07-03,,0.0
1,627,free,2024-04-15,,0.0
1,628,free,2024-10-29,,0.0
1,629,free,2025-03-12,,0.0
1,630,free,2024-12-25,,0.0
1,631,free,2024-12-27,,0.0
1,632,free,2024-10-08,,0.0
1,633,free,2024-03-17,,0.0
1,634,free,2025-01-07,,0.0
1,635,free,2025-11-26,,0.0
1,636,pro,2024-05-26,,29.0
1,637,free,2025-03-24,,0.0
1,638,pro,2024-08-29,,29.0
1,639,free,2025-01-05,,0.0
1,640,free,2024-02-03,,0.0
1,641,pro,2025-04-05,2025-09-04,29.0
1,642,pro,2025-03-30,2025-08-14,29.0
1,643,free,2024-05-20,,0.0
1,644,free,2024-11-17,,0.0
1,645,free,2024-04-26,,0.0
1,646,free,2025-05-26,,0.0
1,647,free,2024-04-30,,0.0
1,648,free,2025-12-21,,0.0
1,649,free,2024-10-19,,0.0
1,650,free,2024-07-23,,0.0
1,651,free,2025-04-07,,0.0
1,652,enterprise,2025-03-31,,199.0
1,653,free,2024-11-23,,0.0
1,654,free,2024-03-07,,0.0
1,655,pro,2024-11-03,,29.0
1,656,pro,2025-12-27,,29.0
1,657,pro,2024-06-27,,29.0
1,658,free,2024-08-17,,0.0
1,659,free,2024-05-22,,0.0
1,660,free,2024-01-27,,0.0
1,661,free,2025-01-12,,0.0
1,662,free,2024-05-12,,0.0
1,663,free,2024-03-08,,0.0
1,664,free,2025-05-05,,0.0
1,665,free,2025-08-11,,0.0
1,666,free,2025-10-19,,0.0
1,667,free,2025-11-27,,0.0
1,668,free,2025-07-18,,0.0
1,669,free,2024-05-12,,0.0
1,670,free,2024-05-07,,0.0
1,671,free,2024-06-17,,0.0
1,672,free,2024-08-18,,0.0
1,673,pro,2024-10-17,,29.0
1,674,free,2024-07-20,,0.0
1,675,free,2024-10-08,,0.0
1,676,free,2025-09-21,,0.0
1,677,free,2025-10-18,,0.0
1,678,free,2024-06-06,,0.0
1,679,free,2025-09-11,,0.0
1,680,pro,2024-02-12,,29.0
1,681,free,2024-03-24,,0.0
1,682,free,2025-08-13,,0.0
1,683,free,2025-08-08,,0.0
1,684,free,2024-02-01,,0.0
1,685,free,2025-07-12,,0.0
1,686,free,2025-05-09,,0.0
1,687,free,2025-02-19,,0.0
1,688,free,2025-12-06,,0.0
1,689,free,2025-03-01,,0.0
1,690,free,2024-12-14,,0.0
1,691,pro,2024-11-22,2025-11-02,29.0
1,692,free,2025-02-12,,0.0
1,693,free,2025-06-11,,0.0
1,694,free,2024-09-04,,0.0
1,695,free,2025-04-05,,0.0
1,696,free,2024-02-21,,0.0
1,697,free,2025-09-22,,0.0
1,698,pro,2024-12-01,,29.0
1,699,free,2024-11-16,,0.0
1,700,enterprise,2025-05-25,,199.0
1,701,pro,2025-05-25,,29.0
1,702,free,2024-01-24,,0.0
1,703,free,2025-06-01,,0.0
1,704,free,2024-08-08,,0.0
1,705,free,2024-02-21,,0.0
1,706,free,2025-10-31,,0.0
1,707,free,2025-07-03,,0.0
1,708,free,2025-03-17,,0.0
1,709,pro,2025-01-09,,29.0
1,710,free,2024-02-16,,0.0
1,711,free,2025-07-29,,0.0
1,712,free,2024-10-22,,0.0
1,713,pro,2025-04-06,,29.0
1,714,free,2025-09-30,,0.0
1,715,enterprise,2024-05-11,,199.0
1,716,pro,2025-01-17,,29.0
1,717,pro,2025-07-25,,29.0
1,718,free,2024-07-22,,0.0
1,719,free,2025-05-27,,0.0
1,720,pro,2024-05-20,,29.0
1,721,free,2025-06-15,,0.0
1,722,free,2025-06-11,,0.0
1,723,free,2024-11-22,,0.0
1,724,free,2024-11-02,,0.0
1,725,free,2025-06-05,,0.0
1,726,free,2025-07-30,,0.0
1,727,free,2025-01-12,,0.0
1,728,free,2025-03-02,,0.0
1,729,free,2025-12-05,,0.0
1,730,free,2025-04-30,,0.0
1,731,free,2025-08-15,,0.0
1,732,free,2024-02-22,,0.0
1,733,free,2025-06-20,,0.0
1,734,free,2025-01-24,,0.0
1,735,free,2024-09-05,,0.0
1,736,free,2024-04-22,,0.0
1,737,free,2024-11-17,,0.0
1,738,free,2025-12-08,,0.0
1,739,pro,2025-09-18,,29.0
1,740,pro,2024-03-04,,29.0
1,741,free,2024-07-31,,0.0
1,742,free,2025-05-04,,0.0
1,743,free,2024-06-26,,0.0
1,744,free,2024-12-16,,0.0
1,745,free,2025-11-28,,0.0
1,746,free,2024-09-27,,0.0
1,747,free,2024-09-09,,0.0
1,748,pro,2024-08-18,,29.0
1,749,pro,2024-10-22,,29.0
1,750,free,2025-12-22,,0.0
1,751,free,2024-12-23,,0.0
1,752,free,2024-10-07,,0.0
1,753,free,2025-11-23,,0.0
